Iteration 0, D_loss = 1.0424,G_loss = 1.5207,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 33, D_loss = 0.9524,G_loss = 1.5883,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 34, D_loss = 0.9542,G_loss = 1.5836,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 35, D_loss = 0.9526,G_loss = 1.5842,train acc = 0.4896, train f1 = 0.4896, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 36, D_loss = 0.9526,G_loss = 1.5833,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 37, D_loss = 0.9525,G_loss = 1.5771,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 38, D_loss = 0.9511,G_loss = 1.5785,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 39, D_loss = 0.9510,G_loss = 1.5822,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 40, D_loss = 0.9512,G_loss = 1.5796,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 41, D_loss = 0.9501,G_loss = 1.5785,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 42, D_loss = 0.9522,G_loss = 1.5761,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 43, D_loss = 0.9528,G_loss = 1.5716,train acc = 0.4524, train f1 = 0.4524, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 44, D_loss = 0.9513,G_loss = 1.5735,train acc = 0.5208, train f1 = 0.5208, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 45, D_loss = 0.9510,G_loss = 1.5664,train acc = 0.4435, train f1 = 0.4435, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 46, D_loss = 0.9536,G_loss = 1.5635,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 47, D_loss = 0.9510,G_loss = 1.5602,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 48, D_loss = 0.9504,G_loss = 1.5646,train acc = 0.5015, train f1 = 0.5015, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 49, D_loss = 0.9508,G_loss = 1.5602,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 50, D_loss = 0.9513,G_loss = 1.5606,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 51, D_loss = 0.9509,G_loss = 1.5538,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 52, D_loss = 0.9501,G_loss = 1.5569,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 53, D_loss = 0.9508,G_loss = 1.5496,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 54, D_loss = 0.9512,G_loss = 1.5508,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 55, D_loss = 0.9523,G_loss = 1.5468,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 56, D_loss = 0.9503,G_loss = 1.5492,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 57, D_loss = 0.9507,G_loss = 1.5454,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 58, D_loss = 0.9511,G_loss = 1.5433,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 59, D_loss = 0.9502,G_loss = 1.5480,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 60, D_loss = 0.9511,G_loss = 1.5408,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 61, D_loss = 0.9507,G_loss = 1.5399,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 62, D_loss = 0.9505,G_loss = 1.5350,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 63, D_loss = 0.9521,G_loss = 1.5318,train acc = 0.4494, train f1 = 0.4494, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 64, D_loss = 0.9509,G_loss = 1.5328,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 65, D_loss = 0.9519,G_loss = 1.5300,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 66, D_loss = 0.9509,G_loss = 1.5279,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 67, D_loss = 0.9496,G_loss = 1.5289,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 68, D_loss = 0.9513,G_loss = 1.5292,train acc = 0.4643, train f1 = 0.4643, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 69, D_loss = 0.9491,G_loss = 1.5237,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 70, D_loss = 0.9511,G_loss = 1.5227,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 71, D_loss = 0.9517,G_loss = 1.5163,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 72, D_loss = 0.9502,G_loss = 1.5187,train acc = 0.5208, train f1 = 0.5208, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 73, D_loss = 0.9505,G_loss = 1.5226,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 74, D_loss = 0.9475,G_loss = 1.5235,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 75, D_loss = 1.1853,G_loss = 1.2749,train acc = 0.5134, train f1 = 0.5134, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 76, D_loss = 1.2005,G_loss = 1.2421,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 77, D_loss = 0.9504,G_loss = 1.5186,train acc = 0.4836, train f1 = 0.4836, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 78, D_loss = 0.9506,G_loss = 1.5084,train acc = 0.5104, train f1 = 0.5104, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 79, D_loss = 0.9499,G_loss = 1.5092,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 80, D_loss = 0.9507,G_loss = 1.5098,train acc = 0.4836, train f1 = 0.4836, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 81, D_loss = 0.9501,G_loss = 1.5107,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 82, D_loss = 0.9509,G_loss = 1.5070,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 83, D_loss = 0.9497,G_loss = 1.5077,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 84, D_loss = 0.9498,G_loss = 1.5069,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 85, D_loss = 0.9491,G_loss = 1.5071,train acc = 0.4613, train f1 = 0.4613, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 86, D_loss = 0.9504,G_loss = 1.5081,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5000, best f1 = 0.5000, lr = 0.00020000 
Iteration 87, D_loss = 0.9623,G_loss = 1.4951,train acc = 0.4777, train f1 = 0.4777, test acc = 0.5167, test f1 = 0.5167, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 88, D_loss = 0.9568,G_loss = 1.5212,train acc = 0.4926, train f1 = 0.4926, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 89, D_loss = 0.9506,G_loss = 1.5319,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 90, D_loss = 0.9497,G_loss = 1.5290,train acc = 0.5268, train f1 = 0.5268, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 91, D_loss = 0.9546,G_loss = 1.5147,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 92, D_loss = 0.9506,G_loss = 1.5126,train acc = 0.5208, train f1 = 0.5208, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 93, D_loss = 0.9509,G_loss = 1.5160,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 94, D_loss = 0.9507,G_loss = 1.5128,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 95, D_loss = 0.9476,G_loss = 1.5287,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 96, D_loss = 0.9505,G_loss = 1.5085,train acc = 0.4628, train f1 = 0.4628, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 97, D_loss = 0.9490,G_loss = 1.5018,train acc = 0.5074, train f1 = 0.5074, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 98, D_loss = 0.9508,G_loss = 1.5019,train acc = 0.5179, train f1 = 0.5179, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 99, D_loss = 0.9505,G_loss = 1.4987,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 100, D_loss = 0.9516,G_loss = 1.4925,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 101, D_loss = 0.9500,G_loss = 1.4948,train acc = 0.5030, train f1 = 0.5030, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 102, D_loss = 0.9491,G_loss = 1.4987,train acc = 0.4881, train f1 = 0.4881, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 103, D_loss = 0.9504,G_loss = 1.4910,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 104, D_loss = 0.9495,G_loss = 1.4880,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 105, D_loss = 0.9504,G_loss = 1.4878,train acc = 0.4613, train f1 = 0.4613, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 106, D_loss = 0.9495,G_loss = 1.4902,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 107, D_loss = 0.9506,G_loss = 1.4859,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 108, D_loss = 0.9492,G_loss = 1.4860,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 109, D_loss = 0.9506,G_loss = 1.4820,train acc = 0.4851, train f1 = 0.4851, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 110, D_loss = 0.9499,G_loss = 1.4771,train acc = 0.5089, train f1 = 0.5089, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 111, D_loss = 0.9494,G_loss = 1.4781,train acc = 0.4911, train f1 = 0.4911, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 112, D_loss = 0.9504,G_loss = 1.4754,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 113, D_loss = 0.9504,G_loss = 1.4743,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 114, D_loss = 0.9499,G_loss = 1.4718,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 115, D_loss = 0.9497,G_loss = 1.4737,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 116, D_loss = 0.9502,G_loss = 1.4720,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 117, D_loss = 0.9500,G_loss = 1.4683,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 118, D_loss = 0.9495,G_loss = 1.4653,train acc = 0.4702, train f1 = 0.4702, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 119, D_loss = 0.9499,G_loss = 1.4662,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 120, D_loss = 0.9499,G_loss = 1.4612,train acc = 0.5119, train f1 = 0.5119, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 121, D_loss = 0.9506,G_loss = 1.4644,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 122, D_loss = 0.9483,G_loss = 1.4611,train acc = 0.5149, train f1 = 0.5149, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 123, D_loss = 0.9505,G_loss = 1.4619,train acc = 0.4970, train f1 = 0.4970, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 124, D_loss = 0.9503,G_loss = 1.4562,train acc = 0.5060, train f1 = 0.5060, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 125, D_loss = 0.9498,G_loss = 1.4538,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 126, D_loss = 0.9501,G_loss = 1.4516,train acc = 0.4732, train f1 = 0.4732, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 127, D_loss = 0.9501,G_loss = 1.4521,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 128, D_loss = 0.9467,G_loss = 1.4503,train acc = 0.4821, train f1 = 0.4821, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 129, D_loss = 0.9506,G_loss = 1.4539,train acc = 0.4792, train f1 = 0.4792, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 130, D_loss = 0.9500,G_loss = 1.4494,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 131, D_loss = 0.9493,G_loss = 1.4469,train acc = 0.5000, train f1 = 0.5000, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 132, D_loss = 0.9498,G_loss = 1.4476,train acc = 0.4762, train f1 = 0.4762, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
Iteration 133, D_loss = 0.9505,G_loss = 1.4431,train acc = 0.4940, train f1 = 0.4940, test acc = 0.5000, test f1 = 0.5000, best acc = 0.5167, best f1 = 0.5167, lr = 0.00020000 
