Iteration 0, D_loss = 0.2797,G_loss = 8.6895,train acc = 0.7892, train f1 = 0.4397, test acc = 0.8333, test f1 = 0.5000, best acc = 0.8333, best f1 = 0.5000, lr = 0.00020000 
Iteration 20, D_loss = 0.0005,G_loss = 17.4616,train acc = 0.8235, train f1 = 0.0752, test acc = 0.8333, test f1 = 0.0491, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 21, D_loss = 0.0002,G_loss = 17.2304,train acc = 0.8235, train f1 = 0.0721, test acc = 0.8333, test f1 = 0.0470, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 22, D_loss = 0.0008,G_loss = 14.7154,train acc = 0.8235, train f1 = 0.0692, test acc = 0.8333, test f1 = 0.0451, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 23, D_loss = 0.0002,G_loss = 17.7688,train acc = 0.8235, train f1 = 0.0665, test acc = 0.8333, test f1 = 0.0433, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 24, D_loss = 0.0003,G_loss = 16.5460,train acc = 0.8235, train f1 = 0.0640, test acc = 0.8333, test f1 = 0.0416, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 25, D_loss = 0.0004,G_loss = 17.9679,train acc = 0.8235, train f1 = 0.0617, test acc = 0.8333, test f1 = 0.0401, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 26, D_loss = 0.0001,G_loss = 17.7340,train acc = 0.8235, train f1 = 0.0595, test acc = 0.8333, test f1 = 0.0386, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 27, D_loss = 0.0001,G_loss = 18.9258,train acc = 0.8235, train f1 = 0.0575, test acc = 0.8333, test f1 = 0.0373, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 28, D_loss = 0.0002,G_loss = 16.7579,train acc = 0.8235, train f1 = 0.0557, test acc = 0.8333, test f1 = 0.0361, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 29, D_loss = 0.0003,G_loss = 15.9258,train acc = 0.8235, train f1 = 0.0539, test acc = 0.8333, test f1 = 0.0349, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 30, D_loss = 0.0001,G_loss = 17.9060,train acc = 0.8235, train f1 = 0.0523, test acc = 0.8333, test f1 = 0.0338, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 31, D_loss = 0.0001,G_loss = 18.6868,train acc = 0.8235, train f1 = 0.0507, test acc = 0.8333, test f1 = 0.0328, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 32, D_loss = 0.0001,G_loss = 19.0203,train acc = 0.8235, train f1 = 0.0493, test acc = 0.8333, test f1 = 0.0318, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 33, D_loss = 0.0000,G_loss = 19.9506,train acc = 0.8235, train f1 = 0.0479, test acc = 0.8333, test f1 = 0.0309, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 34, D_loss = 0.0000,G_loss = 19.1574,train acc = 0.8235, train f1 = 0.0466, test acc = 0.8333, test f1 = 0.0301, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 35, D_loss = 0.0000,G_loss = 19.2873,train acc = 0.8235, train f1 = 0.0454, test acc = 0.8333, test f1 = 0.0292, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 36, D_loss = 0.0000,G_loss = 19.4173,train acc = 0.8235, train f1 = 0.0442, test acc = 0.8333, test f1 = 0.0285, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 37, D_loss = 0.0000,G_loss = 19.9020,train acc = 0.8235, train f1 = 0.0431, test acc = 0.8333, test f1 = 0.0277, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 38, D_loss = 0.0000,G_loss = 19.5572,train acc = 0.8235, train f1 = 0.0420, test acc = 0.8333, test f1 = 0.0271, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 39, D_loss = 0.0001,G_loss = 18.5509,train acc = 0.8235, train f1 = 0.0410, test acc = 0.8333, test f1 = 0.0264, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 40, D_loss = 0.0001,G_loss = 17.8372,train acc = 0.8235, train f1 = 0.0401, test acc = 0.8333, test f1 = 0.0258, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 41, D_loss = 0.0001,G_loss = 18.2771,train acc = 0.8235, train f1 = 0.0391, test acc = 0.8333, test f1 = 0.0252, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 42, D_loss = 0.0000,G_loss = 19.5177,train acc = 0.8235, train f1 = 0.0383, test acc = 0.8333, test f1 = 0.0246, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 43, D_loss = 0.0000,G_loss = 19.4097,train acc = 0.8235, train f1 = 0.0374, test acc = 0.8333, test f1 = 0.0241, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 44, D_loss = 0.0000,G_loss = 19.7168,train acc = 0.8235, train f1 = 0.0366, test acc = 0.8333, test f1 = 0.0235, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 45, D_loss = 0.0000,G_loss = 20.0317,train acc = 0.8235, train f1 = 0.0359, test acc = 0.8333, test f1 = 0.0230, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 46, D_loss = 0.0000,G_loss = 20.0918,train acc = 0.8235, train f1 = 0.0351, test acc = 0.8333, test f1 = 0.0225, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 47, D_loss = 0.5489,G_loss = 16.4087,train acc = 0.8223, train f1 = 0.0416, test acc = 0.8333, test f1 = 0.0416, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 48, D_loss = 0.0082,G_loss = 11.5482,train acc = 0.8235, train f1 = 0.0594, test acc = 0.8333, test f1 = 0.0592, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 49, D_loss = 0.0024,G_loss = 13.2492,train acc = 0.8235, train f1 = 0.0761, test acc = 0.8333, test f1 = 0.0756, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 50, D_loss = 0.0014,G_loss = 14.0505,train acc = 0.8235, train f1 = 0.0915, test acc = 0.8333, test f1 = 0.0907, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 51, D_loss = 0.0010,G_loss = 14.6075,train acc = 0.8235, train f1 = 0.1062, test acc = 0.8333, test f1 = 0.1048, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 52, D_loss = 0.0008,G_loss = 15.0399,train acc = 0.8235, train f1 = 0.1205, test acc = 0.8333, test f1 = 0.1180, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 53, D_loss = 0.0006,G_loss = 15.3931,train acc = 0.8235, train f1 = 0.1326, test acc = 0.8333, test f1 = 0.1303, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 54, D_loss = 0.0005,G_loss = 15.6923,train acc = 0.8235, train f1 = 0.1439, test acc = 0.8333, test f1 = 0.1418, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 55, D_loss = 0.0005,G_loss = 15.9556,train acc = 0.8235, train f1 = 0.1541, test acc = 0.8333, test f1 = 0.1527, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 56, D_loss = 0.0004,G_loss = 16.1843,train acc = 0.8235, train f1 = 0.1632, test acc = 0.8333, test f1 = 0.1629, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 57, D_loss = 0.0004,G_loss = 16.3791,train acc = 0.8235, train f1 = 0.1741, test acc = 0.8333, test f1 = 0.1725, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 58, D_loss = 0.7341,G_loss = 13.6630,train acc = 0.8235, train f1 = 0.1836, test acc = 0.8333, test f1 = 0.1816, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 59, D_loss = 0.2213,G_loss = 12.2625,train acc = 0.8235, train f1 = 0.1931, test acc = 0.8333, test f1 = 0.1902, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 60, D_loss = 0.0030,G_loss = 15.1819,train acc = 0.8235, train f1 = 0.2010, test acc = 0.8333, test f1 = 0.1984, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 61, D_loss = 0.0017,G_loss = 15.9376,train acc = 0.8235, train f1 = 0.2091, test acc = 0.8333, test f1 = 0.2061, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 62, D_loss = 0.0012,G_loss = 16.4393,train acc = 0.8235, train f1 = 0.2077, test acc = 0.8333, test f1 = 0.2035, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 63, D_loss = 0.0009,G_loss = 16.8162,train acc = 0.8235, train f1 = 0.2051, test acc = 0.8333, test f1 = 0.2009, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 64, D_loss = 0.0007,G_loss = 17.1231,train acc = 0.8235, train f1 = 0.2025, test acc = 0.8333, test f1 = 0.1985, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 65, D_loss = 0.0006,G_loss = 17.3822,train acc = 0.8235, train f1 = 0.2001, test acc = 0.8333, test f1 = 0.1960, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 66, D_loss = 0.0005,G_loss = 17.6076,train acc = 0.8235, train f1 = 0.1977, test acc = 0.8333, test f1 = 0.1937, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 67, D_loss = 0.0004,G_loss = 17.8098,train acc = 0.8235, train f1 = 0.1953, test acc = 0.8333, test f1 = 0.1914, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 68, D_loss = 0.0004,G_loss = 17.9911,train acc = 0.8235, train f1 = 0.1930, test acc = 0.8333, test f1 = 0.1891, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 69, D_loss = 0.0003,G_loss = 18.1574,train acc = 0.8235, train f1 = 0.1908, test acc = 0.8333, test f1 = 0.1869, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 70, D_loss = 0.0003,G_loss = 18.3112,train acc = 0.8235, train f1 = 0.1886, test acc = 0.8333, test f1 = 0.1848, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 71, D_loss = 0.0003,G_loss = 18.4557,train acc = 0.8235, train f1 = 0.1865, test acc = 0.8333, test f1 = 0.1827, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 72, D_loss = 0.0002,G_loss = 18.5880,train acc = 0.8235, train f1 = 0.1844, test acc = 0.8333, test f1 = 0.1806, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 73, D_loss = 0.0002,G_loss = 18.7172,train acc = 0.8235, train f1 = 0.1824, test acc = 0.8333, test f1 = 0.1786, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 74, D_loss = 0.0002,G_loss = 18.8399,train acc = 0.8235, train f1 = 0.1804, test acc = 0.8333, test f1 = 0.1767, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 75, D_loss = 0.0002,G_loss = 18.9574,train acc = 0.8235, train f1 = 0.1784, test acc = 0.8333, test f1 = 0.1747, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 76, D_loss = 0.0002,G_loss = 19.0702,train acc = 0.8235, train f1 = 0.1765, test acc = 0.8333, test f1 = 0.1729, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 77, D_loss = 0.0002,G_loss = 19.1778,train acc = 0.8235, train f1 = 0.1746, test acc = 0.8333, test f1 = 0.1710, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 78, D_loss = 0.0001,G_loss = 19.2823,train acc = 0.8235, train f1 = 0.1728, test acc = 0.8333, test f1 = 0.1692, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 79, D_loss = 0.0001,G_loss = 19.3804,train acc = 0.8235, train f1 = 0.1710, test acc = 0.8333, test f1 = 0.1675, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 80, D_loss = 0.0001,G_loss = 19.4739,train acc = 0.8235, train f1 = 0.1692, test acc = 0.8333, test f1 = 0.1657, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 81, D_loss = 0.0001,G_loss = 19.5664,train acc = 0.8235, train f1 = 0.1675, test acc = 0.8333, test f1 = 0.1640, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 82, D_loss = 0.0001,G_loss = 19.6565,train acc = 0.8235, train f1 = 0.1658, test acc = 0.8333, test f1 = 0.1624, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 83, D_loss = 0.0001,G_loss = 19.7424,train acc = 0.8235, train f1 = 0.1642, test acc = 0.8333, test f1 = 0.1608, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 84, D_loss = 0.0001,G_loss = 19.8268,train acc = 0.8235, train f1 = 0.1625, test acc = 0.8333, test f1 = 0.1592, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 85, D_loss = 0.0001,G_loss = 19.9102,train acc = 0.8235, train f1 = 0.1610, test acc = 0.8333, test f1 = 0.1576, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 86, D_loss = 0.0001,G_loss = 19.9896,train acc = 0.8235, train f1 = 0.1594, test acc = 0.8333, test f1 = 0.1561, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 87, D_loss = 0.0001,G_loss = 20.0688,train acc = 0.8235, train f1 = 0.1579, test acc = 0.8333, test f1 = 0.1546, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 88, D_loss = 0.0001,G_loss = 20.0966,train acc = 0.8235, train f1 = 0.1564, test acc = 0.8333, test f1 = 0.1531, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 89, D_loss = 0.0001,G_loss = 20.2061,train acc = 0.8235, train f1 = 0.1549, test acc = 0.8333, test f1 = 0.1517, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 90, D_loss = 0.0001,G_loss = 20.0647,train acc = 0.8235, train f1 = 0.1535, test acc = 0.8333, test f1 = 0.1503, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 91, D_loss = 0.0008,G_loss = 18.4124,train acc = 0.8235, train f1 = 0.1520, test acc = 0.8333, test f1 = 0.1489, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 92, D_loss = 0.0006,G_loss = 14.6677,train acc = 0.8235, train f1 = 0.1506, test acc = 0.8333, test f1 = 0.1475, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 93, D_loss = 0.0003,G_loss = 15.8720,train acc = 0.8235, train f1 = 0.1493, test acc = 0.8333, test f1 = 0.1462, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 94, D_loss = 0.0002,G_loss = 16.4882,train acc = 0.8235, train f1 = 0.1479, test acc = 0.8333, test f1 = 0.1448, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 95, D_loss = 0.0002,G_loss = 16.9183,train acc = 0.8235, train f1 = 0.1466, test acc = 0.8333, test f1 = 0.1435, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 96, D_loss = 0.0001,G_loss = 17.2565,train acc = 0.8235, train f1 = 0.1453, test acc = 0.8333, test f1 = 0.1423, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 97, D_loss = 0.0001,G_loss = 17.5313,train acc = 0.8235, train f1 = 0.1441, test acc = 0.8333, test f1 = 0.1410, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 98, D_loss = 0.0001,G_loss = 17.7684,train acc = 0.8235, train f1 = 0.1428, test acc = 0.8333, test f1 = 0.1398, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 99, D_loss = 0.0001,G_loss = 17.9801,train acc = 0.8235, train f1 = 0.1416, test acc = 0.8333, test f1 = 0.1386, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 100, D_loss = 0.0001,G_loss = 18.1707,train acc = 0.8235, train f1 = 0.1404, test acc = 0.8333, test f1 = 0.1374, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 101, D_loss = 0.0001,G_loss = 18.3451,train acc = 0.8235, train f1 = 0.1392, test acc = 0.8333, test f1 = 0.1363, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 102, D_loss = 0.0001,G_loss = 18.5067,train acc = 0.8235, train f1 = 0.1380, test acc = 0.8333, test f1 = 0.1351, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 103, D_loss = 0.0001,G_loss = 18.6579,train acc = 0.8235, train f1 = 0.1369, test acc = 0.8333, test f1 = 0.1340, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 104, D_loss = 0.0001,G_loss = 18.7994,train acc = 0.8235, train f1 = 0.1357, test acc = 0.8333, test f1 = 0.1329, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 105, D_loss = 0.0001,G_loss = 18.9330,train acc = 0.8235, train f1 = 0.1346, test acc = 0.8333, test f1 = 0.1318, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 106, D_loss = 0.0000,G_loss = 19.0597,train acc = 0.8235, train f1 = 0.1335, test acc = 0.8333, test f1 = 0.1307, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 107, D_loss = 0.0000,G_loss = 19.1790,train acc = 0.8235, train f1 = 0.1325, test acc = 0.8333, test f1 = 0.1297, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 108, D_loss = 0.0000,G_loss = 19.2894,train acc = 0.8235, train f1 = 0.1314, test acc = 0.8333, test f1 = 0.1286, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 109, D_loss = 0.0000,G_loss = 19.3918,train acc = 0.8235, train f1 = 0.1304, test acc = 0.8333, test f1 = 0.1276, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 110, D_loss = 0.0000,G_loss = 19.5026,train acc = 0.8235, train f1 = 0.1293, test acc = 0.8333, test f1 = 0.1266, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 111, D_loss = 0.0000,G_loss = 19.6107,train acc = 0.8235, train f1 = 0.1283, test acc = 0.8333, test f1 = 0.1256, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 112, D_loss = 0.0000,G_loss = 19.7001,train acc = 0.8235, train f1 = 0.1273, test acc = 0.8333, test f1 = 0.1246, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 113, D_loss = 0.0000,G_loss = 19.7798,train acc = 0.8235, train f1 = 0.1264, test acc = 0.8333, test f1 = 0.1237, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 114, D_loss = 0.0000,G_loss = 19.7780,train acc = 0.8235, train f1 = 0.1254, test acc = 0.8333, test f1 = 0.1227, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 115, D_loss = 0.0001,G_loss = 17.8776,train acc = 0.8235, train f1 = 0.1245, test acc = 0.8333, test f1 = 0.1218, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 116, D_loss = 0.0001,G_loss = 17.4997,train acc = 0.8235, train f1 = 0.1235, test acc = 0.8333, test f1 = 0.1209, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 117, D_loss = 1.4667,G_loss = 10.1829,train acc = 0.8051, train f1 = 0.1258, test acc = 0.8333, test f1 = 0.1265, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 118, D_loss = 2.2834,G_loss = 1.2005,train acc = 0.8235, train f1 = 0.1310, test acc = 0.8333, test f1 = 0.1320, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 119, D_loss = 2.2982,G_loss = 1.2298,train acc = 0.8235, train f1 = 0.1368, test acc = 0.8333, test f1 = 0.1384, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 120, D_loss = 2.3819,G_loss = 1.4003,train acc = 0.8192, train f1 = 0.1437, test acc = 0.8438, test f1 = 0.1457, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 121, D_loss = 2.3517,G_loss = 1.4833,train acc = 0.8309, train f1 = 0.1498, test acc = 0.8194, test f1 = 0.1524, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 122, D_loss = 2.2984,G_loss = 1.4211,train acc = 0.8180, train f1 = 0.1569, test acc = 0.8368, test f1 = 0.1594, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 123, D_loss = 2.3747,G_loss = 1.3786,train acc = 0.8346, train f1 = 0.1640, test acc = 0.8299, test f1 = 0.1676, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 124, D_loss = 2.3648,G_loss = 1.3447,train acc = 0.8419, train f1 = 0.1713, test acc = 0.8368, test f1 = 0.1747, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 125, D_loss = 2.3148,G_loss = 1.3835,train acc = 0.8235, train f1 = 0.1783, test acc = 0.8333, test f1 = 0.1826, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 126, D_loss = 2.3125,G_loss = 1.3902,train acc = 0.8370, train f1 = 0.1853, test acc = 0.8229, test f1 = 0.1905, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 127, D_loss = 2.3253,G_loss = 1.3844,train acc = 0.8376, train f1 = 0.1929, test acc = 0.8056, test f1 = 0.1976, best acc = 0.8472, best f1 = 0.5000, lr = 0.00020000 
Iteration 128, D_loss = 2.3155,G_loss = 1.3906,train acc = 0.8266, train f1 = 0.2002, test acc = 0.8681, test f1 = 0.2049, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
Iteration 129, D_loss = 2.3318,G_loss = 1.3480,train acc = 0.8186, train f1 = 0.2070, test acc = 0.8229, test f1 = 0.2124, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
Iteration 130, D_loss = 2.3284,G_loss = 1.3635,train acc = 0.8027, train f1 = 0.2137, test acc = 0.8576, test f1 = 0.2184, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
Iteration 131, D_loss = 2.3251,G_loss = 1.3430,train acc = 0.8241, train f1 = 0.2196, test acc = 0.8472, test f1 = 0.2237, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
Iteration 132, D_loss = 2.3107,G_loss = 1.3794,train acc = 0.8186, train f1 = 0.2249, test acc = 0.8264, test f1 = 0.2296, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
Iteration 133, D_loss = 2.3103,G_loss = 1.3562,train acc = 0.8229, train f1 = 0.2306, test acc = 0.7917, test f1 = 0.2345, best acc = 0.8681, best f1 = 0.5000, lr = 0.00020000 
